id,split,V,A,D,text
easy_money_6690_6713,train,3.0,3.0,2.89,It was dark as we left.
easy_money_6714_6752,dev,3.2,3.0,3.0,The drive was shorter than I expected.
easy_money_676_793,dev,2.89,2.89,3.11,"He was wearing a new jacket and snow boots, but he had on a Hawaiian shirt underneath and khaki shorts of all things."
easy_money_6832_6932,train,2.8,2.8,2.9,When he killed the headlights there was no light but moonlight and stars on a light dusting of snow.
easy_money_6933_6988,train,2.8,2.9,2.9,"A low, black hill blocked the sky right in front of us."
easy_money_7074_7169,train,2.8,3.0,3.0,"We spent the next hour stomping around the hill while he said things like, ""it was right here."""
easy_money_7179_7331,train,2.7,3.0,2.9,"My patience was long gone, and I was back in the car to warming up when Acres tapped on the window and told me he had found whatever he was looking for."
easy_money_7332_7431,train,2.86,2.86,3.0,We trudged back up the hill and he led me to little patch of ground with a stick poking up from it.
easy_money_7432_7470,train,3.0,2.7,3.0,It looked like a bamboo walking stick.
easy_money_7471_7555,train,3.0,3.0,3.29,"""This is it,"" he leaned down and motioned for me to look at something on the ground."
easy_money_7472_7482,test,3.18,3.0,3.27,This is it
easy_money_7556_7606,dev,2.36,2.91,3.36,I casually slid a knife into my palm just in case.
easy_money_7608_7684,train,3.0,3.2,3.1,"See how the lines form the pattern in the journal, the same one as the moai."
easy_money_7695_7749,train,2.67,2.89,2.56,"""So you drew this?"" I asked vaguely, slow to catch on."
easy_money_7696_7713,train,3.0,2.9,2.9,So you drew this?
easy_money_7759_7815,train,2.14,3.29,2.71,He looked hurt and rapped on the ground with his finger.
easy_money_7817_7828,train,3.1,3.0,3.2,It's stone.
easy_money_7829_7837,train,3.1,2.9,3.1,Ancient.
easy_money_7876_7972,train,3.2,3.1,3.3,"For the first time he looked cold and stiff in his tourist gear, making me glad I was in a suit."
easy_money_794_895,dev,3.0,2.8,3.0,"His tan was obviously deep and old, but it looked like a work tan, not the kind you get at the beach."
easy_money_7974_8005,train,3.1,2.9,3.1,"Here stand beside me,"" he said."
easy_money_8007_8079,train,3.0,2.75,3.12,I'm not sure if I can take you with me so I need to show you the device.
easy_money_8091_8098,test,3.0,3.0,2.8,Device?
easy_money_8100_8193,train,2.8,3.4,2.7,I expected him to pull out a gadget with blinking lights and was wondering which way to duck.
easy_money_8220_8246,test,3.1,3.0,3.1,It's like sleight of hand.
easy_money_8296_8324,train,3.14,3.14,3.43,"OK, watch and remember this."
easy_money_8325_8398,train,3.0,3.0,3.1,"I'm going to do it in two parts, last part first so it won't take effect."
easy_money_8399_8457,dev,3.0,3.14,3.14,Remember to reverse the two parts when you actually do it.
easy_money_8459_8601,train,2.6,3.1,2.9,Stunned I watched as he made several ridiculous passes with his hands paused and nodded then did a sort of sign language stutter of some sort.
easy_money_8603_8682,train,3.0,3.0,3.2,"I learned this from a skull shard rongorongo, they aren't all writing language."
easy_money_8683_8713,train,3.1,2.8,3.2,Some are just a memory device.
easy_money_8724_8775,test,3.3,3.3,3.2,"""Mnemonic."" I muttered, which seemed to please him."
easy_money_8725_8734,train,3.0,2.7,3.0,Mnemonic.
easy_money_8786_8790,train,3.2,3.2,3.3,Yes.
easy_money_8791_8857,test,3.0,2.44,2.89,They help in remembering steps in a ritual or ceremonial gestures.
easy_money_8858_8922,train,3.3,3.1,3.0,There's a long history of Polynesian gesture and dance language.
easy_money_8923_8937,test,2.89,3.11,3.67,Now you do it.
easy_money_8939_8992,train,3.6,3.2,2.9,He smiled and I could see his teeth in the moonlight.
easy_money_896_957,train,2.9,2.7,3.0,His hands were thin and huge knuckled with obvious callouses.
easy_money_9002_9152,dev,2.1,3.5,3.3,"I wanted to slug him, but he had the keys to the car back and I figured I'd humor him while I figured out how to get them without violating my parole."
easy_money_9153_9249,train,3.11,2.89,3.0,I didn't have much trouble duplicating his hand waving even though I hadn't paid much attention.
easy_money_9250_9295,train,2.9,3.1,2.7,I even swapped the two parts as he had asked.
easy_money_9296_9414,train,2.5,3.6,2.8,"I thought he was surprised at my dexterity when his jaw dropped, but he shouted, ""No!"" just before everything changed."
easy_money_9424_9480,train,3.1,3.1,3.2,I was standing on a perfectly flat square of dark stone.
easy_money_9481_9606,train,3.11,2.56,2.89,"For as far as I could see by a weak, gray light the stone stepped up and down making little hills and terraces and platforms."
easy_money_9607_9682,train,3.1,2.8,2.9,I seemed to be somewhere in the middle -- there was as much above as below.
easy_money_9683_9729,train,2.3,2.5,2.9,The sky was dull and featureless and overcast.
easy_money_968_1033,train,3.25,2.88,3.25,"So, the mining business is treating you pretty good, huh Charles?"
easy_money_9730_9882,train,2.38,3.0,3.0,"The air smelled bad in some way I can't describe, and at my feet I could see the same design from the little journal and the mound carved into the rock."
easy_money_9883_9898,train,2.2,3.5,2.8,I was in shock.
guidedogs1_1065_1098,dev,3.0,2.89,3.33,We receive no government funding.
guidedogs1_1099_1233,train,3.1,3.1,3.1,"The only way we can continue to provide guide dogs, at no cost, to someone who is blind or visually impaired, is through your support."
guidedogs1_1235_1305,train,3.6,3.4,3.3,Friends like you make it possible to give the gift of “Second Sight®”.
guidedogs1_1289_1304,train,3.0,2.9,2.9,“Second Sight®”
guidedogs1_1306_1368,train,3.25,2.88,2.88,I hope the Foundation can count on your caring donation today.
guidedogs1_1369_1494,train,3.2,3.1,3.0,"Many people send gifts of $35, $50, or even $100 or more — whatever you are able to give to help maintain this vital service."
guidedogs1_1496_1576,train,3.5,3.3,3.4,And having a guide dog does make a real difference in the lives of our students.
guidedogs1_154_168,train,3.1,2.9,3.2,“Second Sight”
guidedogs1_1577_1651,train,3.5,3.38,3.25,It’s the special bond — of a loving and working 24 hour a day partnership.
guidedogs1_1652_1689,test,3.1,2.9,3.0,"“As a boy in Bosnia, I walked my dog."
guidedogs1_1652_1727,train,3.0,3.0,2.86,"“As a boy in Bosnia, I walked my dog. Now my guide dog, Franklin, walks me”"
guidedogs1_1690_1738,train,3.09,3.0,3.18,"Now my guide dog, Franklin, walks me” says Sead."
guidedogs1_1739_1781,train,2.0,3.0,2.6,He was blinded at 15 by a Serbian missile.
guidedogs1_1782_1859,test,3.5,3.38,3.5,"“After I got my beautiful black Lab, I finally felt like a human being again."
guidedogs1_1860_1902,train,3.37,3.0,3.25,Now I believe almost anything is possible.
guidedogs1_1903_1951,train,3.6,3.2,3.1,Franklin has opened up a whole new world for me.
guidedogs1_1952_1996,dev,3.0,3.0,2.8,A world I thought I would never have again.”
guidedogs1_1997_2119,train,2.78,2.67,3.0,"As Pat explains, “Both my friends were zipping through crowds while I lagged behind, even though I was a fast cane walker."
guidedogs1_2014_2263,train,3.7,3.8,3.3,"“Both my friends were zipping through crowds while I lagged behind, even though I was a fast cane walker. I envied their freedom and most of all, the incredible bond they both had with their guide dogs. With my Lab, Jay, I feel so wonderfully FREE!”"
guidedogs1_2120_2216,train,3.0,3.0,3.11,"I envied their freedom and most of all, the incredible bond they both had with their guide dogs."
guidedogs1_2217_2263,train,4.1,4.1,4.1,"With my Lab, Jay, I feel so wonderfully FREE!”"
guidedogs1_2264_2380,train,2.8,3.1,2.9,Hank says he was a good cane traveler for 17 years — but felt his freedom was curtailed particularly when traveling.
guidedogs1_2381_2404,train,2.4,2.8,2.7,“I had never had a pet.
guidedogs1_2381_2582,train,3.4,3.1,3.1,"“I had never had a pet. Having Aries just makes life so much easier. For one thing, people are nicer to you. People love dogs. They can relate to him and feel they have something to talk to you about.”"
guidedogs1_2405_2449,train,3.5,3.0,3.3,Having Aries just makes life so much easier.
guidedogs1_2450_2489,train,3.5,3.1,3.3,"For one thing, people are nicer to you."
guidedogs1_2490_2507,dev,4.0,3.0,3.0,People love dogs.
guidedogs1_24_80,train,2.9,2.4,3.1,"371 EASIJERICHO TURNPIKE, SMITHIOWN, NEW YORK 11787-2976"
guidedogs1_2508_2582,train,3.2,3.2,3.1,They can relate to him and feel they have something to talk to you about.”
guidedogs1_2812_2832,train,2.9,2.9,3.0,mothers and fathers.
guidedogs1_2833_2939,train,3.0,2.75,3.0,"As one of our donors in the New York area told us, “Sometimes you never see the good work your money does."
guidedogs1_2884_3066,train,3.7,3.2,3.4,“Sometimes you never see the good work your money does. I see the results... the guide does I’ve helped sponsor dramatically improve the lives of the men and women who receive them.”
guidedogs1_2940_2960,train,3.0,2.9,3.2,I see the results...
guidedogs1_2961_3066,train,3.4,3.2,3.1,the guide does I’ve helped sponsor dramatically improve the lives of the men and women who receive them.”
guidedogs1_3067_3175,train,3.14,3.14,3.0,Won’t you please take the time now to send your donation to give someone the priceless gift of independence?
guidedogs1_3226_3368,train,3.0,2.8,3.1,"RS. For more information about the Guide Dog Foundation, or to become a Guide Dog Foundation volunteer, visit our website at www.guidedog.org."
guidedogs1_367_448,train,3.0,3.2,3.0,"For too many, this is a daily reality — but today you can help make a difference."
guidedogs1_449_576,train,3.3,3.2,3.1,"Having a guide dog allows a blind or visually impaired individual to experience the possibilities of life, not the limitations."
guidedogs1_4_23,train,3.0,2.9,3.1,"For The Blind, Inc."
guidedogs1_577_684,test,3.0,3.2,3.0,"It costs over $20,000 to breed, care for and train a guide dog like “Duke” and to train his blind teammate."
guidedogs1_685_768,train,3.0,3.0,3.29,"We use Labrador Retrievers, Golden Retrievers and a cross between Labs and Goldens."
guidedogs1_769_799,train,3.0,3.0,3.0,Male and female dogs are used.
guidedogs1_800_871,train,3.0,2.57,3.43,And our dogs are specially bred for temperament and physical soundness.
guidedogs1_81_170,test,3.7,3.5,3.1,It’s people like you who make it possible to give the priceless gift of “Second Sight” .
guidedogs1_872_968,train,3.6,3.5,3.2,Every Foundation guide dog is given free of charge to someone who is blind or visually impaired.
guidedogs1_969_1064,train,3.25,3.0,3.13,"We are supported entirely by donations from generous individuals, corporations and foundations."
hotel-california_1006_1233,train,2.8,3.3,3.1,"Me, I found a space suit, but it was statistically unlikely that I, and whomever else has followed suit (pun intended), would manage to repair our ship before the less-than-twenty-four hours are up; yes, studies have been done."
hotel-california_10118_10195,train,2.88,2.88,3.5,"I could have started asking questions, but I wanted to get my bearings first."
hotel-california_10196_10224,train,3.12,2.88,3.0,Tonight was for observation.
hotel-california_10225_10325,train,3.0,2.9,3.1,"I didn't bother trying to seek out a different group of potentially more interesting people, though."
hotel-california_10326_10470,train,2.86,3.0,3.0,"They all looked the same: clusters of social butterflies surrounded by the less apt, the hangers-on, the circle with whom the gossip was shared."
hotel-california_10471_10502,train,3.0,2.73,2.91,I wondered at the ship instead.
hotel-california_10503_10595,train,3.0,3.0,3.11,"All the fine food and the ornamental lighting, it had to be exorbitantly pricey to maintain."
hotel-california_10596_10709,train,3.0,2.9,2.7,"If the barkeep was any indication, I suspected similarly high-class robots fulfilled other positions on the ship."
hotel-california_10710_10832,train,2.9,3.0,2.9,"How they were all powered was a mystery—as good as the technology got, a quality robot like that was still an energy sink."
hotel-california_10833_10981,train,2.9,2.9,3.0,"It was the brain, mostly; the amount of information the machine had to process to be able to function at the level it did ate up a lot of resources."
hotel-california_10983_11120,train,3.0,2.7,2.8,"Sarah's crowd took turns taking my champagne flute to the bar to be refilled, all seemingly pleased to have a new set of ears to talk at."
hotel-california_11121_11369,dev,3.0,3.0,2.82,I slowly returned my attention to the conversation and was pleasantly surprised to find that it had turned to a heated analysis of a recent abstract film—done in the style of old flatscreen movies—that I had seen during off-time at Geminia Station.
hotel-california_11371_11507,train,3.5,2.9,3.0,"By the end of the evening, when I finally followed the slow trickle of people out of the room, a satisfying haze had settled on my mind."
hotel-california_11508_11531,train,3.88,3.38,3.5,"It was nice, I decided."
hotel-california_11532_11542,train,3.0,2.7,2.9,This ship.
hotel-california_11543_11553,train,3.0,2.88,3.0,This life.
hotel-california_11698_11799,train,3.0,2.9,2.9,"Did it truly matter what the ship's origin was and why Jefferson had saved me, if now, I was content?"
hotel-california_11801_11839,train,2.88,3.0,3.0,Fact: It's easy to fall into patterns.
hotel-california_11840_11946,train,2.9,2.9,2.8,"I would wake late, checking the clock on my room's lightscreen to make sure I hadn't slept through brunch."
hotel-california_11947_12036,test,3.11,2.78,3.22,"I would join the rest of the ship for meals, and I would take my turn in the weight room."
hotel-california_12037_12144,train,3.0,2.7,3.5,"I would watch old films on the entertainment screens, taking mental notes for later dinnertime discussions."
